cif,year,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20
18458710,2017,43381,1582850,158646,859190,565014,9339,1620403,0,0,15167,1000,0,2560163,2567697,2564969,2728,0,145,0,21
18458737,2017,169652,263697,33093,95985,134619,0,322297,0,0,111052,200,0,813609,831351,799256,32095,0,23485,0,7
18458745,2017,88562,271546,8170,3603,259773,-510,168020,0,0,191578,200,0,476332,476635,349793,126842,0,122079,0,1
18463938,2017,264351,355350,26305,285838,43207,0,424054,0,0,195647,200,0,748531,712290,822972,0,110682,0,118110,18
18463954,2017,0,876,0,85,791,0,117274,0,0,-116398,200,0,28297,28315,83628,0,55313,0,55596,1
18472936,2017,1613864,1223015,278635,532248,412132,12096,1575831,0,0,1273144,200,0,1241349,1551319,1200816,350503,0,344601,0,8
18472944,2017,27035,38662,0,10000,28662,0,68447,0,0,-2750,200,0,115879,115879,188150,0,72271,0,73429,2
18472960,2017,34972,319633,0,317280,2353,0,868045,0,0,-513440,200,0,2328071,2361310,2866335,0,505025,0,528307,37
18479730,2017,0,21832,0,2810,19022,0,27121,0,0,-5289,200,0,30595,30595,13445,17150,0,16844,0,1
18479748,2017,3998623,3466955,2390433,1030040,46482,23968,4049938,0,0,3439608,200,0,43191349,43268745,42485470,783275,0,655513,0,29
18479756,2017,0,50766,47394,0,3372,0,123296,0,0,-72530,200,0,157516,157516,151676,5840,0,4265,0,0
18479780,2017,484921,484821,0,418038,66783,4818,417970,51933,0,504657,100200,0,12026,12446,80227,0,67781,0,68155,0
18479802,2017,5000,110811,37699,57839,15273,299,90669,0,0,25441,200,0,256222,258866,181423,77443,0,74872,0,2
18479861,2017,0,296,0,194,102,0,47531,0,0,-47235,200,0,0,4,53,0,49,0,49,0
18479896,2017,13677,206780,88173,74943,43664,414,48984,0,0,171887,1000,0,695330,697043,584466,112577,0,104137,0,1
18486672,2017,1167,537676,0,165304,372372,0,169323,0,0,369520,1000,0,712655,756046,380537,375509,0,368320,0,4
18486737,2017,293078,645436,105586,266379,273471,2973,853430,0,0,88057,200,0,89149,294084,217643,76441,0,75515,0,0
18490576,2017,1245785,5258854,657203,4461134,140517,171077,4997164,1165880,0,512672,1000,0,8496082,8583462,7390477,1192985,0,852859,0,20
18490606,2017,4862,19453,0,9448,10005,1413,203493,0,0,-177765,200,0,149093,153857,125020,28837,0,27346,0,4
18490622,2017,19142,47987,0,45841,2146,0,33191,0,0,33938,200,0,193450,201044,144603,56441,0,54430,0,1
18490681,2017,323955,146982,10413,106827,29742,0,462164,0,0,8773,200,0,527703,533238,559577,0,26339,0,31312,1
18494225,2017,69397,1535873,591326,126868,817679,0,285267,0,0,1320003,200,0,1564662,1553626,984388,569238,0,551382,0,4
18494276,2017,805996,951049,7527,359294,584228,89,333242,0,0,1423892,7000,0,1870826,1873992,1209912,664080,0,619527,0,8
18495263,2017,1709,148690,74261,102,74327,0,158993,0,0,-8594,0,0,0,74261,82690,0,8429,0,8429,3
18500050,2017,0,3891,0,3857,34,0,108705,0,0,-104814,200,0,0,0,14162,0,14162,0,14162,1
18505227,2017,283654,503,0,503,0,0,369242,0,0,-85085,340,0,0,0,10400,0,10400,0,10400,0
18505243,2017,91650,428771,-302502,44971,0,72,200838,33945,0,285710,210,0,3174311,3180809,2846103,334706,0,285460,0,31
18505278,2017,288,9107,0,0,9107,0,11651,0,0,-2256,200,0,50523,50523,48980,1543,0,1038,0,0
18505286,2017,0,37629,0,7994,29635,716,5197,0,0,33148,200,0,110050,110050,87873,22177,0,18875,0,0
18505308,2017,49621,513486,74057,359998,79431,6000,516035,106472,0,-53400,500,0,171830,171839,165509,6330,0,1179,0,0
18511695,2017,0,0,0,0,0,0,125350,0,0,-125350,200,0,0,0,0,0,0,0,0,0
18514195,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18514209,2017,208070,30019,30019,0,0,30747,696420,0,0,-427584,1000,0,0,0,0,0,0,0,0,0
18514217,2017,0,37509,30460,1681,5368,0,111345,0,0,-73836,200,0,622111,626663,654319,0,27656,0,33530,3
18521060,2017,0,506,0,0,506,0,25223,0,0,-24717,300,0,0,0,1829,0,1829,0,1829,0
18521079,2017,1439729,1969278,155512,1632580,181186,6165,2297609,0,0,1117563,200,0,4119850,5275637,4561407,714230,0,600741,0,3
18521087,2017,164292,24127,0,24127,0,0,325212,0,0,-136793,200,0,0,0,8948,0,8948,0,8948,0
18521095,2017,1292,11178,3028,6038,2112,0,5043,0,0,7427,200,0,0,0,0,0,0,0,0,0
18522449,2017,0,35419,0,34000,1419,0,50679,0,0,-15260,5400,0,0,0,5964,0,5964,0,5964,0
18529005,2017,14197,70250,3567,13369,53314,0,7605,0,0,76842,200,0,158069,158070,79847,78223,0,76642,0,2
18529021,2017,129649,7026693,799377,186338,6040978,2036,1858186,0,0,5300192,800,0,427578,757415,910176,0,152761,0,152761,4
18529030,2017,319279,1192188,83697,897086,211405,8831,829371,0,0,690927,200200,0,818130,818541,688544,129997,0,120473,0,8
