cif,year,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20
775961,2019,4232,138851,9766,122152,6933,0,85545,0,0,57538,47012,0,1494654,1498546,1346063,152483,0,152483,0,4
776070,2019,0,44949,40126,307,4516,0,22527,0,0,22422,200,0,44400,60926,45293,15633,0,15188,0,2
776207,2019,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
776312,2019,3080,276095,142952,824,132319,0,77994,0,0,201181,45650,0,2134519,2142026,1976671,165355,0,136092,0,2
776584,2019,0,531,0,0,531,0,0,0,0,531,200,0,0,516,100,416,0,401,0,0
776606,2019,0,0,0,0,0,0,2334,0,0,-2334,200,0,0,0,0,0,0,0,0,0
776827,2019,0,270337,94792,135091,40454,0,433280,0,0,-162943,200,0,325533,451198,482989,0,31791,0,35071,0
776908,2019,926946,674693,473077,200183,1433,0,1488278,0,0,113361,100000,0,970126,970126,959139,10987,0,8744,0,8
777229,2019,707185,1030852,305697,58685,666470,0,1037032,0,0,701005,200510,0,4083275,4083275,3984909,98366,0,80394,0,10
777288,2019,757372,849730,739521,103792,6417,0,302258,0,0,1304844,12620,0,4195060,4221215,3033186,1188029,0,1150756,0,4
777369,2019,19871,809979,383727,348512,77740,0,353855,0,0,475995,50000,0,844831,845186,471936,373250,0,363232,0,3
777580,2019,0,0,0,0,0,0,1466,0,0,-1466,402435,0,0,0,0,0,0,0,0,0
777857,2019,0,71229,53296,729,17204,0,84677,0,0,-13448,823,0,97351,97351,72944,24407,0,24407,0,3
777997,2019,0,49489,49489,0,0,0,3591685,0,0,-3542196,732600,0,0,0,0,0,0,0,0,0
778003,2019,182039,944488,73727,837559,33202,0,734159,0,0,392368,200,0,75499,385285,360005,25280,0,21428,0,1
778011,2019,605864,1360916,0,1353350,7566,0,942445,0,40542,983793,950,0,1320971,1836630,1137627,699003,0,681148,0,31
778100,2019,2029,7621,0,3352,4269,0,71806,0,0,-62156,200,0,8704,8707,15273,0,6566,0,6827,1
778127,2019,103507,146254,7235,76616,62403,0,870040,0,0,-620279,217,0,531115,531660,396832,134828,0,129511,0,1
778607,2019,105415,481177,335406,98315,47456,1250,501177,0,0,86665,200,0,385650,386379,374271,12108,0,8251,0,5
778941,2019,281155,975372,829180,46415,99777,45369,559188,0,0,742708,200220,0,10190502,10211521,9868763,342758,0,290532,0,27
779351,2019,16573,55407,18851,1407,35149,0,31141,18000,0,22839,200,0,218621,219262,185373,33889,0,31734,0,3
779602,2019,173632,466805,133269,231851,101685,0,155690,0,0,484747,144213,0,1259049,1277782,1270976,6806,0,5717,0,4
779947,2019,598,181253,161318,18388,1547,0,312619,0,0,-130768,200,0,152730,204492,210360,0,5868,0,7913,2
780003,2019,789067,1116508,11525,900723,204260,17423,1233556,0,0,689442,11110,0,5156357,5346831,5026576,320255,0,320255,0,5
780046,2019,388868,36317,0,36167,150,33,604339,0,0,-179121,88750,0,0,0,389795,0,389795,0,389795,0
780100,2019,0,124251,2351,2634,119266,0,46816,0,0,77435,200,0,232858,232858,152228,80630,0,77009,0,1
780160,2019,129695,128888,0,0,128888,0,76735,0,0,181848,369,0,257580,257580,68448,189132,0,181405,0,0
780224,2019,275369,27469,0,27129,340,0,402351,0,0,-99513,2010,0,0,0,2195,0,2195,0,2195,0
780313,2019,70958,539445,381997,48598,108850,0,583435,0,0,26968,22970,0,408719,408719,288356,120363,0,116276,0,3
780410,2019,887536,2620557,124710,1751694,744153,0,374207,158505,0,2975381,50000,0,3463714,3620003,2476111,1143892,0,1113195,0,7
780585,2019,153472,692111,319215,288985,83911,13686,722353,0,0,136916,200,0,2118970,2180212,1924464,255748,0,233946,0,4
780860,2019,294,0,0,0,0,0,182,0,0,112,3010,0,0,0,0,0,0,0,0,0
780925,2019,207148,187686,148231,315,39140,120651,272623,0,0,242862,100000,0,2631233,2631233,2615060,16173,0,13694,0,0
781068,2019,0,15252,14600,0,652,0,57457,0,0,-42205,700,0,299567,299567,300608,0,1041,0,4037,5
781807,2019,8310,125842,80,18352,107410,0,10006,0,0,124146,500,0,253039,255870,130878,124992,0,121602,0,1
782055,2019,94881,945647,29075,45135,871437,0,144958,0,0,895570,210,0,1074926,1076203,447070,629133,0,618371,0,2
782268,2019,390342,157848,22532,58071,111368,0,77509,0,0,470681,30000,0,1225122,1226423,962541,263882,0,251618,0,11
782314,2019,3629,2233,0,1132,0,0,4500,0,0,1362,200,0,0,0,0,0,0,0,0,0
782349,2019,186511,463865,409252,48647,5964,5039,584759,0,0,70656,200,0,5276125,5276142,5285089,0,8947,0,8947,16
782500,2019,6026210,2935960,1233833,1698751,3376,104441,5162426,0,0,3904185,99690,0,14594873,14591671,14529155,62516,0,62516,0,42
782667,2019,-175,83,64,0,19,0,61856,0,0,-61948,200,0,0,0,0,0,0,0,0,0
782810,2019,586603,844198,718328,118556,7314,0,402208,0,0,1028593,3300,0,675779,685943,655473,30470,0,23582,0,3
782845,2019,900707,45413,0,0,45413,0,12341822,0,0,-11395702,680350,0,0,110000,2967130,0,2857130,0,2857130,0
782896,2019,0,1171,0,1171,0,0,46794,0,0,-45623,6000,0,0,0,0,0,0,0,0,0
783107,2019,76228,72608,19305,1912,51391,0,230909,0,0,-82073,200,0,207609,209011,219974,0,10963,0,17198,0
783123,2019,0,47713,0,0,47713,0,7085,0,0,40628,210,0,120173,120173,101540,18633,0,17431,0,3
783239,2019,90207,629839,232707,110931,284041,38837,45201,0,0,713682,115720,0,1829848,1833793,1245216,588577,0,571304,0,16
783336,2019,54806,682887,89949,174616,418322,1797,197558,0,0,541932,5000,0,1208940,1209374,1035191,174183,0,162089,0,2
783379,2019,21415,107564,0,95194,12370,8639,43308,0,0,94310,260,0,454747,457889,360332,97557,0,93893,0,7
783425,2019,3967,22197,22154,15,28,0,69878,0,0,-43714,200,0,0,0,0,0,0,0,0,0
783433,2019,69314,256822,24,113130,143668,3168,19984,0,0,309320,7590,0,195354,195387,119737,75650,0,73696,0,1
783468,2019,8786,134162,7593,40481,86088,227,39129,0,0,104046,220,0,326464,330322,269859,60463,0,57198,0,3
783492,2019,97493,23601,5234,4329,14038,0,54059,0,0,67035,200,0,64597,64877,43711,21166,0,19220,0,0
783530,2019,1950753,1521460,382205,1070051,69204,0,3599235,0,0,-127022,614680,0,822483,1199335,1356644,0,157309,0,168038,15
783573,2019,900,547791,67,20638,527086,5199,86493,0,0,467397,3100,0,235475,283815,185803,98012,0,95174,0,1
783638,2019,181240,210436,0,99419,61017,0,6022,0,0,385654,222000,0,172413,172717,41206,131511,0,126330,0,0
783662,2019,61675,1646867,0,996437,577330,396488,1345259,0,0,759771,2216228,0,17513,1344708,636729,707979,0,694663,0,1
783859,2019,76685,139731,15849,6626,117256,372,94052,0,0,122736,400,0,297221,425083,359264,65819,0,62840,0,2
784005,2019,72330,2878820,787260,1735192,356368,0,2304126,0,0,647024,200,0,7587617,9625816,8906034,719782,0,591006,0,8
784064,2019,75098,464414,298100,127573,38741,30997,413012,0,0,157497,900,0,1533663,1551380,1549944,1436,0,0,14196,7
784099,2019,5400,6074,0,6022,52,0,82824,0,0,-71350,200,0,0,3000,12784,0,9784,0,9874,0
784102,2019,87444,1283105,91765,765499,425841,0,236060,0,0,1134489,620,0,3067094,3067533,2714692,352841,0,323970,0,12
784269,2019,4784771,2103151,1562269,2551468,-2010586,43094,3871886,17817,0,3041313,50000,0,25727545,26589546,25893396,696150,0,546881,0,51
784404,2019,30329,175017,0,47293,91087,0,314576,0,0,-109230,2731913,0,0,141915,247439,0,105524,0,111454,0
784439,2019,3280,326732,69229,157121,100382,0,18166,0,0,311846,200,0,577794,573406,259926,313480,0,307703,0,3
784552,2019,116703,151400,25998,30481,94921,0,31989,0,0,236114,1000,0,366750,366750,313403,53347,0,49679,0,3
784560,2019,269930,121028,1542,93285,26201,0,3868,0,0,387090,200,0,272942,272942,13133,259809,0,251620,0,0
784579,2019,128841,304627,220615,9084,74928,0,225385,0,0,208083,850,0,870047,870047,818120,51927,0,43226,0,0
784803,2019,26768,59285,0,8454,50831,0,6805,0,0,79248,1185,0,145274,145316,107367,37949,0,36485,0,2
785078,2019,19443310,13445508,3127131,338181,9980196,188483,7723454,1478255,0,23875592,875000,0,98074558,129892380,120606692,9285688,0,8081536,0,345
785167,2019,3661996,8864932,602453,8234843,27636,150668,12258148,0,0,419448,500,0,580948,584800,522547,62253,0,53076,0,2
785205,2019,82772903,43541397,11916868,30417885,1206644,52969,63792776,4427588,0,58146905,10710221,0,109686357,120130452,116479529,3650923,0,3138109,0,148
785264,2019,176000,0,0,0,0,0,1461415,0,0,-1285415,0,0,0,0,0,0,0,0,0,0
785396,2019,0,-107,0,0,-107,4082,18608,0,0,-14633,200,0,0,0,0,0,0,0,0,0
785400,2019,185731,6091037,6013815,53476,23746,2265,4263533,3309,0,2012191,200,0,2510448,2546945,2005627,541318,0,516134,0,28
785426,2019,0,73802,0,73802,0,0,0,0,0,73802,210,0,0,0,680,0,680,0,680,0
785442,2019,0,27167,18970,1721,6476,25622,102066,0,0,-49277,210,0,21600,40583,88374,0,47791,0,48007,1
785582,2019,304370,413222,5436,356320,51466,167472,184589,0,0,700475,355000,0,281244,281245,210699,70546,0,67733,0,2
785590,2019,181145,1106868,1021845,40361,43428,5853,741275,0,0,552591,250000,0,2735738,2735741,2543535,192206,0,164849,0,3
785736,2019,97366,26797,0,15448,11349,0,48767,0,0,75396,1141,0,155007,180750,159717,21033,0,19226,0,4
785752,2019,472,8,0,0,8,0,6188,0,0,-5708,200,0,0,0,0,0,0,0,0,0
785949,2019,2010,92479,43848,18190,30441,0,39151,0,0,55338,45000,0,623317,626038,618568,7470,0,5695,0,3
785965,2019,0,7654,0,175,7479,0,18108,0,0,-10454,3020,0,49364,49364,62948,0,13584,0,14078,1
785981,2019,69506,10476,0,9967,509,0,186474,51458,0,-157950,200,0,0,0,7309,0,7309,0,7309,0
786049,2019,0,4,0,0,4,0,50556,0,0,-50552,5500,0,0,0,0,0,0,0,0,0
786081,2019,1742919,356191,130778,157759,67654,118392,4650858,0,0,-2433356,210,0,2801543,2874766,2852562,22204,0,8567,0,37
786227,2019,0,2820065,1618,2724315,94132,0,1131239,0,0,1688826,150836,0,1644666,1644671,2167380,0,522709,0,522709,6
786359,2019,144068,38188,0,0,38188,0,7356,0,0,174900,200,0,151370,151370,163757,0,12387,0,13901,3
786375,2019,0,53257,0,33845,19412,211,12061,0,0,41407,200,0,42054,42055,42453,0,398,0,819,1
786430,2019,8295,32654,32053,563,38,0,129530,0,0,-88581,210,0,0,0,0,0,0,0,0,0
786464,2019,0,182085,6824,75079,100182,0,15981,0,0,166104,4240,0,219987,219987,140146,79841,0,77642,0,1
786472,2019,544787,16520,0,11713,4807,0,429223,0,0,132084,3000,0,175296,175296,103115,72181,0,70428,0,1
786480,2019,3048860,1849030,15229,1813524,20277,0,3204739,11996,0,1681155,90170,0,251793,251793,659724,0,407931,0,411766,3
786537,2019,2978,150010,49074,74343,26593,595,56593,0,0,96990,200,0,617887,619335,516393,102942,0,96750,0,2
